journal,impact,Access,note,article,downloads
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",9405,413
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",3139,410
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",3968,405
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",4579,405
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",3360,405
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",4623,405
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",30575,404
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",5467,403
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",4990,402
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",7119,402
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",2251,401
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",3320,401
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",5103,400
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",10219,399
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",3828,396
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",10551,396
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",3744,395
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",4260,393
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",4356,393
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",5115,393
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",3485,392
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",21609,390
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",3038,390
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",3602,388
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",4942,385
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",3490,384
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",5165,383
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",2945,383
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",4866,383
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",4831,376
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",2655,372
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",2647,371
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",3377,370
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",8155,369
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",4614,369
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",2856,365
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",3898,364
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",3926,363
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",2952,363
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",5344,360
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",2302,359
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",26006,357
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",4783,353
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",3019,353
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",5376,350
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",8626,346
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",2944,339
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",4747,334
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",7986,329
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",4319,328
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",5014,327
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",4169,325
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",3130,316
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",5893,312
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",3767,311
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",3616,311
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",25265,308
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",3834,307
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",8474,304
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",4186,304
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",3385,302
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",4153,301
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",3577,299
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",5606,299
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",3622,297
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",3829,297
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",3711,295
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",4418,294
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",5073,294
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",3434,292
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",4165,291
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",7568,290
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",3307,289
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",4345,287
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",3324,287
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",4305,287
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",6882,284
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",25088,284
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",5405,281
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",5401,280
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",4419,280
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",5038,276
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",4984,273
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",2378,271
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",4967,271
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",3467,271
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",3904,269
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",28900,267
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",29495,264
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",4110,261
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",2901,260
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",2984,258
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",2354,257
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",3124,256
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",2416,254
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",4107,244
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",4173,240
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",5346,240
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",1765,238
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",2160,237
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",1801,236
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",29357,236
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",2799,235
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",1327,234
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",3569,233
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",30258,230
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",4008,230
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",4093,228
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",5495,228
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",21150,227
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",4867,227
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",4218,227
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",3631,227
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",29506,226
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",25133,226
bioinformatics,5.481,Hybrid or closed access,"***authors can ""self-archive"" after a year***",4243,223
